,country,article_name,article_quality_est.,population
11525,Mexico,Francisco Esparza Hernández,Stub,127792000.0
11526,Mexico,Francisco Espinosa Ramos,Stub,127792000.0
11527,Mexico,Francisco Javier Flores Chávez,Stub,127792000.0
11528,Mexico,Francisco Moreno Merino,Stub,127792000.0
11529,Mexico,Francisco Xavier Berganza,Stub,127792000.0
11530,Mexico,Gerardo del Mazo Morales,Stub,127792000.0
11531,Mexico,Herón Escobar,Stub,127792000.0
11532,Mexico,Hilario Esquivel Martínez,Stub,127792000.0
11533,Mexico,Héctor Miguel Bautista López,Stub,127792000.0
11534,Mexico,Héctor Ortiz Ortiz,Start,127792000.0
11535,Mexico,Héctor Roblero Gordillo,Stub,127792000.0
11536,Mexico,Jacinto Gómez Pasillas,Stub,127792000.0
11537,Mexico,Jaime Arturo Vázquez Aguilar,Stub,127792000.0
11538,Mexico,Jaime Bonilla Valdez,Stub,127792000.0
11539,Mexico,Jaime Cárdenas Gracia,Stub,127792000.0
11540,Mexico,Joaquín Vela González,Stub,127792000.0
11541,Mexico,Joel Padilla Peña,Stub,127792000.0
11542,Mexico,José Alberto Benavides,Stub,127792000.0
11543,Mexico,José Angelino Caamal,Stub,127792000.0
11544,Mexico,José Antonio Aguilar Bodegas,Start,127792000.0
11545,Mexico,José Antonio Calderón Cardoso,Stub,127792000.0
11546,Mexico,José Arturo López Cándido,Stub,127792000.0
11547,Mexico,José Isabel Meza Elizondo,Stub,127792000.0
11548,Mexico,José Luis Flores Méndez,Stub,127792000.0
11549,Mexico,José Luis Lobato (politician),Stub,127792000.0
11550,Mexico,José Manuel del Río,Stub,127792000.0
11551,Mexico,José María Anaya Ochoa,Stub,127792000.0
11552,Mexico,Luis Alberto Villarreal,Stub,127792000.0
11553,Mexico,Luis Antonio González Roldán,Stub,127792000.0
11554,Mexico,Manuel Cárdenas Fonseca,Stub,127792000.0
11555,Mexico,Marco Antonio Blásquez Salinas,Stub,127792000.0
11557,United Arab Emirates,Fahim bin Sultan Al Qasimi,C,9778000.0
11558,United Kingdom,"Unendorsed Labour candidates, 1931",B,67160000.0
11559,Mexico,Mario di Costanzo,Stub,127792000.0
11560,Mexico,Martín Palacios Calderón,Stub,127792000.0
11561,Mexico,Miguel Ángel Jiménez Godínez,Stub,127792000.0
11562,Mexico,Orlando García Flores,Stub,127792000.0
11563,Mexico,Pablo Leopoldo Arreola Ortega,Stub,127792000.0
11564,Mexico,Pedro Vázquez González,Stub,127792000.0
11565,Mexico,Primitivo Ríos Vázquez,Stub,127792000.0
11566,Mexico,Rafael Ochoa Guzmán,Stub,127792000.0
11567,Mexico,René Fujiwara,Stub,127792000.0
11568,Mexico,Rodolfo Solís Parga,Stub,127792000.0
11569,Mexico,Rubén Aguilar Jiménez,Stub,127792000.0
11570,Mexico,Rubén Félix Hays,Stub,127792000.0
11571,Mexico,Salvador Escobedo Zoletto,Stub,127792000.0
11572,Mexico,Santiago Pedro Cortés,Stub,127792000.0
11573,Mexico,Silvano Garay Ulloa,Stub,127792000.0
11574,Mexico,Víctor Antonio García Dávila,Stub,127792000.0
11575,Mexico,Óscar González Yáñez,Stub,127792000.0
11576,Australia,Beryl Jones,Stub,25754000.0
11577,Philippines,Datu Sikatuna,Stub,109581000.0
11578,Australia,Henry Kemp,Stub,25754000.0
11579,Syria,Khaled al-Ayoubi,Stub,19398000.0
11580,Yemen,Faisal Bin Shamlan,C,29826000.0
11581,Mexico,María Elyd Sáenz,Stub,127792000.0
11582,Peru,Antonio León,Stub,32824000.0
11583,New Zealand,Alexander Paterson O'Shea,Start,4987000.0
11584,Mexico,Addy Joaquín Coldwell,Start,127792000.0
11585,Mexico,Adela Cerezo Bautista,Stub,127792000.0
11586,Mexico,Adela Graniel Campos,Stub,127792000.0
11587,Mexico,Adela Robles Morales,Stub,127792000.0
11588,Mexico,Adriana Castelán Macías,Stub,127792000.0
11589,Mexico,Adriana Díaz Contreras,Stub,127792000.0
11590,Mexico,Adriana Fuentes Téllez,Stub,127792000.0
11591,Mexico,Adriana Hernández Íñiguez,Stub,127792000.0
11592,Mexico,Adriana Hinojosa Céspedes,Stub,127792000.0
11593,Mexico,Adriana Rodríguez Vizcarra,Stub,127792000.0
11594,Mexico,Adriana Sarur,Stub,127792000.0
11595,Mexico,Adriana Vieyra Olivares,Stub,127792000.0
11596,Mexico,Alba Leonila Méndez,Stub,127792000.0
11597,Mexico,Alfa González Magallanes,Stub,127792000.0
11598,Mexico,Alicia Ricalde Magaña,Stub,127792000.0
11599,Mexico,Alicia Rodríguez Martínez,Stub,127792000.0
11600,Mexico,Alicia Zamora Villalva,Stub,127792000.0
11601,Mexico,Alliet Mariana Bautista,Stub,127792000.0
11602,Mexico,Alma Arroyo Ruiz,Stub,127792000.0
11603,Mexico,Alma Edwviges Alcaraz,Stub,127792000.0
11604,Mexico,Alma Hilda Medina Macías,Stub,127792000.0
11605,Mexico,Alma Lilia Luna Munguía,Start,127792000.0
11606,Mexico,Alma Marina Vitela,Stub,127792000.0
11607,Mexico,Alma Xóchil Cardona,Stub,127792000.0
11608,Mexico,Alín Nayely de Jesús Sánchez,Stub,127792000.0
11609,Mexico,Amira Griselda Gómez,Stub,127792000.0
11610,Mexico,Ana Elia Paredes Arciga,Stub,127792000.0
11611,Mexico,Ana Elisa Pérez Bolaños,Stub,127792000.0
11612,Mexico,Ana Estela Durán Rico,Stub,127792000.0
11613,Mexico,Ana Lilia Garza Cadena,Stub,127792000.0
11614,Mexico,Ana Luz Lobato,Stub,127792000.0
11615,Mexico,Ana María Ramírez Cerda,Stub,127792000.0
11616,Mexico,Ana María Rojas Ruiz,Stub,127792000.0
11617,Mexico,Ana Teresa Velázquez Beeck,Stub,127792000.0
11618,Mexico,Ana Yurixi Leyva Piñón,Stub,127792000.0
11619,Mexico,Anel Patricia Nava Pérez,Stub,127792000.0
11620,Mexico,Angelina Carreño Mijares,Stub,127792000.0
11621,Mexico,Angelina Sánchez Valdez,Stub,127792000.0
11622,Mexico,Angélica De la Peña Gómez,Stub,127792000.0
11623,Mexico,Angélica Melchor Vásquez,Stub,127792000.0
11624,Norway,Anne Margrethe Larsen,Stub,5387000.0
11625,Norway,Anne Marit Bjørnflaten,Stub,5387000.0
11626,Norway,Anne-Grete Strøm-Erichsen,Start,5387000.0
11627,Mexico,Araceli Torres Flores,Stub,127792000.0
11628,Mexico,Aracely Escalante Jasso,Stub,127792000.0
11629,Mexico,Aranzazú Quintana,Stub,127792000.0
11630,Mexico,Arcelia Arredondo García,Stub,127792000.0
11631,Mexico,Areli Madrid Tovilla,Stub,127792000.0
11632,Mexico,Augusta Díaz de Rivera,Stub,127792000.0
11633,Mexico,Aurora Aguilar Rodríguez,Stub,127792000.0
11634,Mexico,Aurora Ugalde,Stub,127792000.0
11635,Mexico,Aída Marina Arvizu Rivas,Stub,127792000.0
11636,Mexico,Aída Valencia,Stub,127792000.0
11637,Norway,Beate Heieren Hundhammer,Stub,5387000.0
11638,Mexico,Beatriz Eugenia García Reyes,Stub,127792000.0
11639,Mexico,Beatriz Grande López,Stub,127792000.0
11640,Mexico,Beatriz Manrique Guevara,Stub,127792000.0
11641,Mexico,Beatriz Yamamoto Cázarez,Stub,127792000.0
11642,Mexico,Bibiana Rodríguez,Stub,127792000.0
11643,Mexico,Blanca Estela Gómez Carmona,Stub,127792000.0
11644,Mexico,Blanca Estela Jiménez Hernández,Stub,127792000.0
11645,Mexico,Blanca Judith Díaz Delgado,Stub,127792000.0
11646,Mexico,Blanca Luna Becerril,Stub,127792000.0
11647,Mexico,Blanca María Villaseñor,Stub,127792000.0
11648,Mexico,Blanca Soria Morales,Stub,127792000.0
11649,Mexico,Blanca Soto Plata,Stub,127792000.0
11650,Norway,Borghild Tenden,Stub,5387000.0
11651,Mexico,Brenda María Alvarado Sánchez,Stub,127792000.0
11652,Mexico,Bárbara Romo Fonseca,Stub,127792000.0
11653,Mexico,Caritina Sáenz,Stub,127792000.0
11654,Mexico,Carla Padilla Ramos,Stub,127792000.0
11655,Mexico,Carla Reyes Montiel,Stub,127792000.0
11656,Mexico,Carmen Guadalupe Fonz,Stub,127792000.0
11657,Mexico,Carmen Pérez Camarena,Stub,127792000.0
11658,Mexico,Carolina García Cañón,Stub,127792000.0
11659,Mexico,Carolina Gudiño Corro,Stub,127792000.0
11660,Mexico,Carolina Viggiano,Stub,127792000.0
11661,Mexico,Cecilia Laviada Hernández,Stub,127792000.0
11662,Mexico,Cecilia Soledad Arévalo,Stub,127792000.0
11663,Mexico,Celia García Ayala,Stub,127792000.0
11664,Mexico,Celia Isabel Gauna Ruiz,Stub,127792000.0
11665,Mexico,Celita Alamilla,Stub,127792000.0
11666,Norway,Christina Ramsøy,Stub,5387000.0
11667,Mexico,Cinthya Valladares Couoh,Stub,127792000.0
11668,Mexico,Clara Gómez Caro,Stub,127792000.0
11669,Mexico,Claudia Anaya Mota,Stub,127792000.0
11670,Mexico,Claudia Caballero Chávez,Stub,127792000.0
11671,Mexico,Claudia Delgadillo González,Stub,127792000.0
11672,Mexico,Claudia Elizabeth Bojórquez,Stub,127792000.0
11673,Mexico,Claudia Sánchez Juárez,Stub,127792000.0
11674,Mexico,Concepción González Molina,Stub,127792000.0
11675,Mexico,Concepción Ojeda Hernández,Stub,127792000.0
11676,Mexico,Consuelo Argüelles Loya,Stub,127792000.0
11677,Mexico,Cora Cecilia Pinedo,Stub,127792000.0
11678,Mexico,Cristabell Zamora,Stub,127792000.0
11679,Mexico,Cristina González Cruz,Stub,127792000.0
11680,Mexico,Crystal Tovar Aragón,Stub,127792000.0
11681,Mexico,Daisy Hernández Gaytán,Stub,127792000.0
11682,Lithuania,Dalia Kutraitė-Giedraitienė,Stub,2794000.0
11683,Mexico,Daniela Nadal Riquelme,Stub,127792000.0
11684,Mexico,Delia Guerrero Coronado,Start,127792000.0
11685,Mexico,Delvim Fabiola Bárcenas,Stub,127792000.0
11686,Mexico,Diana Patricia González Soto,Stub,127792000.0
11687,Mexico,Diana Pérez de Tejada,Stub,127792000.0
11688,Mexico,Diana Velázquez Ramírez,Stub,127792000.0
11689,Mexico,Dina Herrera Soto,Stub,127792000.0
11690,Mexico,Dolores Manuell Gómez Angulo,Stub,127792000.0
11691,Mexico,Dolores Názares Jerónimo,Stub,127792000.0
11692,Mexico,Dolores Rodríguez Sabido,Stub,127792000.0
11693,Mexico,Dora Martínez Valero,Stub,127792000.0
11694,Mexico,Dulce María Muñíz,Stub,127792000.0
11695,Mexico,Dulce María Sauri Riancho,Start,127792000.0
11696,Mexico,Edith Escobar Camacho,Stub,127792000.0
11697,Mexico,Elda Gómez Lugo,Stub,127792000.0
11698,Mexico,Elia Hernández Núñez,Stub,127792000.0
11699,Mexico,Elizabeth Morales García,Stub,127792000.0
11700,Mexico,Elizabeth Vargas Martín,Stub,127792000.0
11701,Mexico,Elizabeth Yáñez Robles,Stub,127792000.0
11702,Mexico,Elsa Martínez Peña,Stub,127792000.0
11703,Mexico,Elsa Patricia Araujo,Stub,127792000.0
11704,Mexico,Elvia Hernández García,Stub,127792000.0
11705,Mexico,Elvia María Pérez,Stub,127792000.0
11706,Mexico,Elvira Olivas,Stub,127792000.0
11707,Mexico,Elvira Pola Figueroa,Stub,127792000.0
11708,Mexico,Emilia Gómez Bravo,Stub,127792000.0
11709,Mexico,Emilse Miranda Munive,Stub,127792000.0
11710,Mexico,Emma Larios Gaxiola,Stub,127792000.0
11711,Mexico,Enoé Uranga,Stub,127792000.0
11712,Mexico,Erika Funes Velázquez,Stub,127792000.0
11713,Mexico,Erika Galván Rivas,Stub,127792000.0
11714,Mexico,Erika Larregui Nagel,Stub,127792000.0
11715,Mexico,Erika Spezia Maldonado,Stub,127792000.0
11716,Mexico,Eréndira Cova Brindis,Stub,127792000.0
11717,Mexico,Esmeralda Cárdenas Sánchez,Stub,127792000.0
11718,Mexico,Esthela Ponce Beltrán,Start,127792000.0
11719,Mexico,Esther Angélica Martínez,Stub,127792000.0
11720,Mexico,Esther Quintana Salinas,Stub,127792000.0
11721,Mexico,Esveida Bravo Martínez,Stub,127792000.0
11722,Mexico,Eva Contreras Sandoval,Stub,127792000.0
11723,Mexico,Eva Diego Cruz,Stub,127792000.0
11724,Mexico,Fany Pérez Gutiérrez,Stub,127792000.0
11725,Mexico,Filomena Margaiz,Stub,127792000.0
11726,Mexico,Flor Ayala,Start,127792000.0
11727,Mexico,Flor Añorve Ocampo,Stub,127792000.0
11728,Mexico,Flor Pedraza Aguilera,Stub,127792000.0
11729,Mexico,Florentina Ocegueda,Stub,127792000.0
11730,Mexico,Florentina Rosario Morales,Stub,127792000.0
11731,Mexico,Francisca Elena Corrales,Stub,127792000.0
11732,Mexico,Frida Rosas Peralta,Stub,127792000.0
11733,Mexico,Fátima Gómez Montero,Stub,127792000.0
11734,Mexico,Gabriela Medrano Galindo,Stub,127792000.0
11735,Mexico,Gabriela Ortiz Martínez,Stub,127792000.0
11736,Mexico,Gabriela Ruiz del Rincón,Stub,127792000.0
11737,Mexico,Georgina Trujillo Zentella,Start,127792000.0
11738,Mexico,Georgina Zapata Lucero,Stub,127792000.0
11739,Mexico,Geraldine Ramírez Zollino,Stub,127792000.0
11740,Norway,Gerd Janne Kristoffersen,Stub,5387000.0
11741,Mexico,Gloria Bautista Cuevas,Stub,127792000.0
11742,Mexico,Gloria Elizabeth Núñez Sánchez,Stub,127792000.0
11743,Mexico,Gloria Lavara,Stub,127792000.0
11744,Mexico,Gloria Luna Ruiz,Stub,127792000.0
11745,Mexico,Gloria María Perroni,Stub,127792000.0
11746,Mexico,Gloria Porras Valles,Stub,127792000.0
11747,Mexico,Gloria Rasgado Corsi,Stub,127792000.0
11748,Mexico,Gloria Romero León,Stub,127792000.0
11749,Mexico,Gloria Valenzuela García,Stub,127792000.0
11750,Mexico,Graciela Larios Rivas,Stub,127792000.0
11751,Mexico,Graciela Saldaña Fraire,Stub,127792000.0
11752,Mexico,Guadalupe Flores Salazar,Stub,127792000.0
11753,Mexico,Guadalupe García Almanza,Stub,127792000.0
11754,Mexico,Guadalupe García Noriega,Stub,127792000.0
11755,Mexico,Guadalupe Mondragón Cobos,Stub,127792000.0
11756,Mexico,Guadalupe Ortega Pacheco,Stub,127792000.0
11757,Mexico,Guadalupe Pérez Domínguez,Stub,127792000.0
11758,Mexico,Guadalupe Silerio,Stub,127792000.0
11759,Mexico,Guadalupe Valenzuela Cabrales,Stub,127792000.0
11760,Mexico,Guillermina Casique Vences,Stub,127792000.0
11761,Mexico,Guillermina López Balbuena,Stub,127792000.0
11762,Mexico,Hazel Suárez Bastida,Stub,127792000.0
11763,Norway,Heidi Larssen,Stub,5387000.0
11764,Norway,Heidi Sørensen,Start,5387000.0
11765,Mexico,Hilda Anderson Nevárez,Stub,127792000.0
11766,Mexico,Hilda Ceballos,Stub,127792000.0
11767,Mexico,Hilda Narváez Bravo,Stub,127792000.0
11768,Norway,Hilde Magnusson Lydvo,Stub,5387000.0
11769,Mexico,Holly Matus Toledo,Stub,127792000.0
11770,Mexico,Hortencia Enríquez Ortega,Stub,127792000.0
11771,Mexico,Hortensia Aragón Castillo,B,127792000.0
11772,Mexico,Ifigenia Martínez y Hernández,Stub,127792000.0
11773,Norway,Ingvild Vaggen Malvik,Stub,5387000.0
11774,Mexico,Irazema González Martínez,Stub,127792000.0
11775,Mexico,Irene Aragón Castillo,Stub,127792000.0
11776,Mexico,Iris Vianey Mendoza,Stub,127792000.0
11777,Mexico,Irma Martínez Manríquez,Stub,127792000.0
11778,Mexico,Irma Ortega Fajardo,Stub,127792000.0
11779,Mexico,Irma Piñeyro Arias,Stub,127792000.0
11780,Mexico,Isabel Allende Cano,Stub,127792000.0
11781,Mexico,Ivette Ezeta Salcedo,Stub,127792000.0
11782,Mexico,Ivideliza Reyes,Stub,127792000.0
11783,Mexico,Ivonne Ortega Pacheco,C,127792000.0
11784,Mexico,Janet González Tostado,Stub,127792000.0
11785,Mexico,Jeny de los Reyes Aguilar,Stub,127792000.0
11786,Mexico,Jessica Salazar Trejo,Stub,127792000.0
11787,Mexico,Joann Novoa Mossberger,Stub,127792000.0
11788,Mexico,Joaquina Navarrete Contreras,Stub,127792000.0
11789,Mexico,Josefina García Hernández,Stub,127792000.0
11790,Mexico,Josefina López Espinosa,Stub,127792000.0
11791,Mexico,Josefina Rodarte,Stub,127792000.0
11792,Mexico,Josefina Salinas Pérez,Stub,127792000.0
11793,Mexico,Juana Barrera Amezcua,Stub,127792000.0
11794,Mexico,Juana Bonilla Jaime,Stub,127792000.0
11795,Mexico,Juana Leticia Herrera Ale,Stub,127792000.0
11796,Mexico,Juanita Arcelia Cruz,Stub,127792000.0
11797,Mexico,Juanita Santillán,Stub,127792000.0
11798,Mexico,Judit Magdalena Guerrero,Stub,127792000.0
11799,Mexico,Judith Vázquez Saut,Stub,127792000.0
11800,Norway,Julie Christiansen,Stub,5387000.0
11801,Mexico,Julieta Marín Torres,Stub,127792000.0
11802,Mexico,Julisa Mejía Guardado,Stub,127792000.0
11803,Mexico,Karen Quiroga Anguiano,Stub,127792000.0
11804,Norway,Karin S. Woldseth,Stub,5387000.0
11805,Norway,Karin Yrvin,Stub,5387000.0
11806,Mexico,Karina Labastida Sotelo,Stub,127792000.0
11807,Mexico,Karla González Cruz,Stub,127792000.0
11808,Mexico,Karla Villarreal Benassini,Stub,127792000.0
11809,Mexico,Kattia Garza Romo,Stub,127792000.0
11810,Mexico,Kenia López Rabadán,Stub,127792000.0
11811,Norway,Laila Gustavsen,Stub,5387000.0
11812,Mexico,Landy Berzunza Novelo,Stub,127792000.0
11813,Mexico,Lariza Montiel Luis,Stub,127792000.0
11814,Mexico,Laura Angélica Rojas Hernández,Stub,127792000.0
11815,Mexico,Laura Arizmendi Campos,Stub,127792000.0
11816,Mexico,Laura Barrera Fortoul,Stub,127792000.0
11817,Mexico,Laura Elena Estrada Rodríguez,Stub,127792000.0
11818,Mexico,Laura García Dávila,Stub,127792000.0
11819,Mexico,Laura Garza Galindo,Stub,127792000.0
11820,Mexico,Laura Guadalupe Vargas Vargas,Stub,127792000.0
11821,Mexico,Laura Ledesma Romo,Stub,127792000.0
11822,Mexico,Laura Margarita Suárez,Stub,127792000.0
11823,Mexico,Laura Martel Cantú,Stub,127792000.0
11824,Mexico,Laura Piña Olmedo,Stub,127792000.0
11825,Mexico,Layda Elena Sansores,Stub,127792000.0
11826,Norway,Lena Jensen,Stub,5387000.0
11827,Lithuania,Leokadija Počikovska,Stub,2794000.0
11828,Mexico,Leonor Romero Sevilla,Stub,127792000.0
11829,Mexico,Leslie Pantoja Hernández,Stub,127792000.0
11830,Mexico,Leticia Calderón Ramírez,Stub,127792000.0
11831,Mexico,Leticia Díaz de León Torres,Stub,127792000.0
11832,Mexico,Leticia López Landero,Stub,127792000.0
11833,Mexico,Leticia Orozco Torres,Stub,127792000.0
11834,Mexico,Leticia Quezada Contreras,Stub,127792000.0
11835,Mexico,Leticia Robles Colín,Stub,127792000.0
11836,Mexico,Leticia Sosa,Stub,127792000.0
11837,Mexico,Lilia Aguilar Gil,Stub,127792000.0
11838,Mexico,Lilia Gutiérrez Burciaga,Stub,127792000.0
11839,Mexico,Lilia Merodio Reza,Start,127792000.0
11840,Mexico,Liliana Carbajal Méndez,Stub,127792000.0
11841,Mexico,Lily Fabiola de la Rosa,Stub,127792000.0
11842,Mexico,Lizbeth Gamboa Song,Stub,127792000.0
11843,Mexico,Lizbeth García Coronado,Stub,127792000.0
11844,Mexico,Lizbeth Medina Rodríguez,Stub,127792000.0
11845,Mexico,Lizbeth Rosas Montero,Stub,127792000.0
11846,Mexico,Lorena Beaurregard,Stub,127792000.0
11847,Mexico,Lorena Méndez Denis,Stub,127792000.0
11848,Mexico,Lourdes Alonso Flores,Stub,127792000.0
11849,Mexico,Lourdes Gallardo Pérez,Stub,127792000.0
11850,Mexico,Lourdes Quiñones Canales,Stub,127792000.0
11851,Mexico,Lucila Gallegos Camarena,Stub,127792000.0
11852,Mexico,Lucila Garfias,Stub,127792000.0
11853,Mexico,Lucía Beristaín,Stub,127792000.0
11854,Mexico,Lucía Mendoza Morales,Stub,127792000.0
11855,Mexico,Ludivina Menchaca,Stub,127792000.0
11856,Mexico,Luz Margarita Alba Contreras,Stub,127792000.0
11857,Mexico,Luz María Beristain,Stub,127792000.0
11858,Mexico,Luz Virginia Cortés,Stub,127792000.0
11859,Mexico,Lydia Madero García,Stub,127792000.0
11860,Mexico,Magdalena Macedo Domínguez,Stub,127792000.0
11861,Mexico,Magdalena Núñez Monreal,Stub,127792000.0
11862,Mexico,Marcela Cuen Garibi,Stub,127792000.0
11863,Mexico,Marcela González Salas,Stub,127792000.0
11864,Mexico,Marcela Torres Peimbert,Stub,127792000.0
11865,Mexico,Marcela Vieyra Alamilla,Stub,127792000.0
11866,Mexico,Marcelina Orta Coronado,Stub,127792000.0
11867,Estonia,Maret Maripuu,Stub,1331000.0
11868,Mexico,Margarita Arenas Guzmán,Stub,127792000.0
11869,Mexico,Margarita Cano,Stub,127792000.0
11870,Mexico,Margarita Curmina Cervera,Stub,127792000.0
11871,Mexico,Margarita Gallegos Soto,Stub,127792000.0
11872,Mexico,Margarita Liborio Arrazola,Stub,127792000.0
11873,Mexico,Margarita Licea González,Stub,127792000.0
11874,Mexico,Margarita Martínez Bernal,Stub,127792000.0
11875,Mexico,Margarita Saldaña Hernández,Stub,127792000.0
11876,Mexico,Margarita Villaescusa Rojo,Stub,127792000.0
11877,Norway,Mari Lund Arnem,Stub,5387000.0
11878,Mexico,Mariana García Rojas,Stub,127792000.0
11879,Mexico,Maribel Alva Olvera,Stub,127792000.0
11880,Mexico,Maribel Chollet,Stub,127792000.0
11881,Mexico,Maricarmen Valls,Stub,127792000.0
11882,Mexico,Maricela Serrano Hernández,Start,127792000.0
11883,Mexico,Maricela Velázquez,Stub,127792000.0
11884,Mexico,Maricruz Montelongo Gordillo,Stub,127792000.0
11885,Mexico,Marina Garay Cabada,Stub,127792000.0
11886,Mexico,Marisol Mora Cuevas,Stub,127792000.0
11887,Mexico,Marisol Vargas Bárcena,Start,127792000.0
11888,Mexico,Martha Angélica Bernardino Rojas,Stub,127792000.0
11889,Mexico,Martha Angélica Romo Jiménez,Stub,127792000.0
11890,Mexico,Martha Berenice Álvarez Tovar,Stub,127792000.0
11891,Mexico,Martha Cecilia Díaz Gordillo,Stub,127792000.0
11892,Mexico,Martha García Müller,Stub,127792000.0
11893,Mexico,Martha Gutiérrez Manrique,Stub,127792000.0
11894,Mexico,Martha Jiménez Oropeza,Stub,127792000.0
11895,Mexico,Martha Leticia Rivera Cisneros,Stub,127792000.0
11896,Mexico,Martha Partida Guzmán,Stub,127792000.0
11897,Mexico,Martha Tamayo,Stub,127792000.0
